nohup: ignoring input
Train shape: torch.Size([14031, 5, 64, 32]), Valid shape: torch.Size([4677, 5, 64, 32]), Test shape: torch.Size([4678, 5, 64, 32])
Data shape: (C=5, H=144, W=72)
Fine Tuning Both Encoder and Decoder
Epoch: 0, Contrastive Train Loss: 7.84, Recon Train Loss: 0.49, Contrastive Valid Loss: 8.28, Recon Valid Loss: 0.37
Epoch: 38, Contrastive Train Loss: 5.54, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.43, Recon Valid Loss: 0.12
Epoch: 39, Contrastive Train Loss: 5.53, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.44, Recon Valid Loss: 0.11
Epoch: 40, Contrastive Train Loss: 5.52, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.45, Recon Valid Loss: 0.11
Epoch: 41, Contrastive Train Loss: 5.51, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.46, Recon Valid Loss: 0.12
Epoch: 42, Contrastive Train Loss: 5.50, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.43, Recon Valid Loss: 0.11
Epoch: 43, Contrastive Train Loss: 5.49, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.42, Recon Valid Loss: 0.11
Epoch: 44, Contrastive Train Loss: 5.48, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.47, Recon Valid Loss: 0.11
Epoch: 45, Contrastive Train Loss: 5.47, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.47, Recon Valid Loss: 0.11
Epoch: 46, Contrastive Train Loss: 5.47, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.46, Recon Valid Loss: 0.11
Epoch: 47, Contrastive Train Loss: 5.47, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.48, Recon Valid Loss: 0.11
Epoch: 48, Contrastive Train Loss: 5.45, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.48, Recon Valid Loss: 0.11
Epoch: 49, Contrastive Train Loss: 5.45, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.47, Recon Valid Loss: 0.11
Epoch: 50, Contrastive Train Loss: 5.44, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.47, Recon Valid Loss: 0.11
Epoch: 51, Contrastive Train Loss: 5.44, Recon Train Loss: 0.16, Contrastive Valid Loss: 7.47, Recon Valid Loss: 0.11
Epoch: 52, Contrastive Train Loss: 5.43, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.51, Recon Valid Loss: 0.11
Epoch: 53, Contrastive Train Loss: 5.42, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.53, Recon Valid Loss: 0.11
Epoch: 54, Contrastive Train Loss: 5.41, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.50, Recon Valid Loss: 0.11
Epoch: 55, Contrastive Train Loss: 5.41, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.50, Recon Valid Loss: 0.11
Epoch: 56, Contrastive Train Loss: 5.40, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.48, Recon Valid Loss: 0.11
Epoch: 57, Contrastive Train Loss: 5.40, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.51, Recon Valid Loss: 0.11
Epoch: 58, Contrastive Train Loss: 5.39, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.55, Recon Valid Loss: 0.11
Epoch: 59, Contrastive Train Loss: 5.38, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.55, Recon Valid Loss: 0.11
Epoch: 60, Contrastive Train Loss: 5.38, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.55, Recon Valid Loss: 0.11
Epoch: 61, Contrastive Train Loss: 5.37, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.56, Recon Valid Loss: 0.10
Epoch: 62, Contrastive Train Loss: 5.37, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.57, Recon Valid Loss: 0.10
Epoch: 63, Contrastive Train Loss: 5.36, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.55, Recon Valid Loss: 0.11
Epoch: 64, Contrastive Train Loss: 5.36, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.56, Recon Valid Loss: 0.10
Epoch: 65, Contrastive Train Loss: 5.35, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.57, Recon Valid Loss: 0.10
Epoch: 66, Contrastive Train Loss: 5.35, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.58, Recon Valid Loss: 0.10
Epoch: 67, Contrastive Train Loss: 5.34, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.56, Recon Valid Loss: 0.10
Epoch: 68, Contrastive Train Loss: 5.34, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.58, Recon Valid Loss: 0.10
Epoch: 69, Contrastive Train Loss: 5.33, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.57, Recon Valid Loss: 0.10
Epoch: 70, Contrastive Train Loss: 5.33, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.58, Recon Valid Loss: 0.10
Epoch: 71, Contrastive Train Loss: 5.32, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.60, Recon Valid Loss: 0.10
Epoch: 72, Contrastive Train Loss: 5.32, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.60, Recon Valid Loss: 0.10
Epoch: 73, Contrastive Train Loss: 5.32, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.57, Recon Valid Loss: 0.10
Epoch: 74, Contrastive Train Loss: 5.31, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.63, Recon Valid Loss: 0.10
Epoch: 75, Contrastive Train Loss: 5.31, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.60, Recon Valid Loss: 0.10
Epoch: 76, Contrastive Train Loss: 5.30, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.66, Recon Valid Loss: 0.10
Epoch: 77, Contrastive Train Loss: 5.30, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.64, Recon Valid Loss: 0.10
Epoch: 78, Contrastive Train Loss: 5.29, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.64, Recon Valid Loss: 0.10
Epoch: 79, Contrastive Train Loss: 5.29, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.64, Recon Valid Loss: 0.10
Epoch: 80, Contrastive Train Loss: 5.28, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.65, Recon Valid Loss: 0.10
Epoch: 81, Contrastive Train Loss: 5.28, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.65, Recon Valid Loss: 0.10
Epoch: 82, Contrastive Train Loss: 5.28, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.68, Recon Valid Loss: 0.10
Epoch: 83, Contrastive Train Loss: 5.28, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.68, Recon Valid Loss: 0.10
Epoch: 84, Contrastive Train Loss: 5.27, Recon Train Loss: 0.15, Contrastive Valid Loss: 7.69, Recon Valid Loss: 0.10
Epoch: 85, Contrastive Train Loss: 5.27, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.68, Recon Valid Loss: 0.10
Epoch: 86, Contrastive Train Loss: 5.27, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.69, Recon Valid Loss: 0.10
Epoch: 87, Contrastive Train Loss: 5.26, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.69, Recon Valid Loss: 0.10
Epoch: 88, Contrastive Train Loss: 5.26, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.70, Recon Valid Loss: 0.10
Epoch: 89, Contrastive Train Loss: 5.25, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.70, Recon Valid Loss: 0.10
Epoch: 90, Contrastive Train Loss: 5.26, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.70, Recon Valid Loss: 0.10
Epoch: 91, Contrastive Train Loss: 5.25, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.70, Recon Valid Loss: 0.10
Epoch: 92, Contrastive Train Loss: 5.25, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.67, Recon Valid Loss: 0.10
Epoch: 93, Contrastive Train Loss: 5.25, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.73, Recon Valid Loss: 0.10
Epoch: 94, Contrastive Train Loss: 5.24, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.71, Recon Valid Loss: 0.10
Epoch: 95, Contrastive Train Loss: 5.24, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.72, Recon Valid Loss: 0.10
Epoch: 96, Contrastive Train Loss: 5.24, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.73, Recon Valid Loss: 0.10
Epoch: 97, Contrastive Train Loss: 5.24, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.74, Recon Valid Loss: 0.10
Epoch: 98, Contrastive Train Loss: 5.23, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.69, Recon Valid Loss: 0.10
Epoch: 99, Contrastive Train Loss: 5.23, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.75, Recon Valid Loss: 0.10
Epoch: 100, Contrastive Train Loss: 5.23, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.75, Recon Valid Loss: 0.10
Epoch: 101, Contrastive Train Loss: 5.22, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.78, Recon Valid Loss: 0.10
Epoch: 102, Contrastive Train Loss: 5.22, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.79, Recon Valid Loss: 0.11
Epoch: 103, Contrastive Train Loss: 5.22, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.77, Recon Valid Loss: 0.10
Epoch: 104, Contrastive Train Loss: 5.21, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.74, Recon Valid Loss: 0.11
Epoch: 105, Contrastive Train Loss: 5.22, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.76, Recon Valid Loss: 0.10
Epoch: 106, Contrastive Train Loss: 5.21, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.79, Recon Valid Loss: 0.10
Epoch: 107, Contrastive Train Loss: 5.21, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.80, Recon Valid Loss: 0.10
Epoch: 108, Contrastive Train Loss: 5.21, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.78, Recon Valid Loss: 0.11
Epoch: 109, Contrastive Train Loss: 5.21, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.78, Recon Valid Loss: 0.11
Epoch: 110, Contrastive Train Loss: 5.20, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.83, Recon Valid Loss: 0.10
Epoch: 111, Contrastive Train Loss: 5.20, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.83, Recon Valid Loss: 0.11
Epoch: 112, Contrastive Train Loss: 5.20, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.77, Recon Valid Loss: 0.11
Epoch: 113, Contrastive Train Loss: 5.19, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.79, Recon Valid Loss: 0.11
Epoch: 114, Contrastive Train Loss: 5.20, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.82, Recon Valid Loss: 0.11
Epoch: 115, Contrastive Train Loss: 5.19, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.81, Recon Valid Loss: 0.11
Epoch: 116, Contrastive Train Loss: 5.19, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.82, Recon Valid Loss: 0.10
Epoch: 117, Contrastive Train Loss: 5.19, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.83, Recon Valid Loss: 0.10
Epoch: 118, Contrastive Train Loss: 5.19, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.81, Recon Valid Loss: 0.11
Epoch: 119, Contrastive Train Loss: 5.19, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.82, Recon Valid Loss: 0.11
Epoch: 120, Contrastive Train Loss: 5.19, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.87, Recon Valid Loss: 0.11
Epoch: 121, Contrastive Train Loss: 5.18, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.84, Recon Valid Loss: 0.11
Epoch: 122, Contrastive Train Loss: 5.18, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.84, Recon Valid Loss: 0.10
Epoch: 123, Contrastive Train Loss: 5.18, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.86, Recon Valid Loss: 0.11
Epoch: 124, Contrastive Train Loss: 5.18, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.85, Recon Valid Loss: 0.11
Epoch: 125, Contrastive Train Loss: 5.18, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.86, Recon Valid Loss: 0.11
Epoch: 126, Contrastive Train Loss: 5.17, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.89, Recon Valid Loss: 0.11
Epoch: 127, Contrastive Train Loss: 5.17, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.89, Recon Valid Loss: 0.10
Epoch: 128, Contrastive Train Loss: 5.17, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.87, Recon Valid Loss: 0.11
Epoch: 129, Contrastive Train Loss: 5.17, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.86, Recon Valid Loss: 0.11
Epoch: 130, Contrastive Train Loss: 5.17, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.88, Recon Valid Loss: 0.11
Epoch: 131, Contrastive Train Loss: 5.17, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.88, Recon Valid Loss: 0.11
Epoch: 132, Contrastive Train Loss: 5.16, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.89, Recon Valid Loss: 0.11
Epoch: 133, Contrastive Train Loss: 5.16, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.89, Recon Valid Loss: 0.11
Epoch: 134, Contrastive Train Loss: 5.16, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.90, Recon Valid Loss: 0.11
Epoch: 135, Contrastive Train Loss: 5.16, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.90, Recon Valid Loss: 0.11
Epoch: 136, Contrastive Train Loss: 5.16, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.93, Recon Valid Loss: 0.11
Epoch: 137, Contrastive Train Loss: 5.16, Recon Train Loss: 0.14, Contrastive Valid Loss: 7.90, Recon Valid Loss: 0.11
Epoch: 138, Contrastive Train Loss: 5.15, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.94, Recon Valid Loss: 0.11
Epoch: 139, Contrastive Train Loss: 5.15, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.93, Recon Valid Loss: 0.11
Epoch: 140, Contrastive Train Loss: 5.15, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.93, Recon Valid Loss: 0.11
Epoch: 141, Contrastive Train Loss: 5.15, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.94, Recon Valid Loss: 0.11
Epoch: 142, Contrastive Train Loss: 5.15, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.94, Recon Valid Loss: 0.11
Epoch: 143, Contrastive Train Loss: 5.14, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.94, Recon Valid Loss: 0.11
Epoch: 144, Contrastive Train Loss: 5.14, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.92, Recon Valid Loss: 0.11
Epoch: 145, Contrastive Train Loss: 5.14, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.95, Recon Valid Loss: 0.11
Epoch: 146, Contrastive Train Loss: 5.14, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.98, Recon Valid Loss: 0.11
Epoch: 147, Contrastive Train Loss: 5.14, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.98, Recon Valid Loss: 0.11
Epoch: 148, Contrastive Train Loss: 5.14, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.97, Recon Valid Loss: 0.11
Epoch: 149, Contrastive Train Loss: 5.14, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.96, Recon Valid Loss: 0.11
Epoch: 150, Contrastive Train Loss: 5.13, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.97, Recon Valid Loss: 0.11
Epoch: 151, Contrastive Train Loss: 5.13, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.96, Recon Valid Loss: 0.11
Epoch: 152, Contrastive Train Loss: 5.13, Recon Train Loss: 0.13, Contrastive Valid Loss: 7.97, Recon Valid Loss: 0.11
Epoch: 153, Contrastive Train Loss: 5.13, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.00, Recon Valid Loss: 0.11
Epoch: 154, Contrastive Train Loss: 5.13, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.02, Recon Valid Loss: 0.11
Epoch: 155, Contrastive Train Loss: 5.13, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.02, Recon Valid Loss: 0.11
Epoch: 156, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.00, Recon Valid Loss: 0.11
Epoch: 157, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.02, Recon Valid Loss: 0.11
Epoch: 158, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.02, Recon Valid Loss: 0.11
Epoch: 159, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.00, Recon Valid Loss: 0.11
Epoch: 160, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.02, Recon Valid Loss: 0.11
Epoch: 161, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.00, Recon Valid Loss: 0.11
Epoch: 162, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.02, Recon Valid Loss: 0.11
Epoch: 163, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.03, Recon Valid Loss: 0.11
Epoch: 164, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.03, Recon Valid Loss: 0.12
Epoch: 165, Contrastive Train Loss: 5.11, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.04, Recon Valid Loss: 0.11
Epoch: 166, Contrastive Train Loss: 5.11, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.04, Recon Valid Loss: 0.12
Epoch: 167, Contrastive Train Loss: 5.15, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.07, Recon Valid Loss: 0.11
Epoch: 168, Contrastive Train Loss: 5.12, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.04, Recon Valid Loss: 0.11
Epoch: 169, Contrastive Train Loss: 5.11, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.08, Recon Valid Loss: 0.11
Epoch: 170, Contrastive Train Loss: 5.11, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.07, Recon Valid Loss: 0.11
Epoch: 171, Contrastive Train Loss: 5.11, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.08, Recon Valid Loss: 0.11
Epoch: 172, Contrastive Train Loss: 5.11, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.10, Recon Valid Loss: 0.11
Epoch: 173, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.09, Recon Valid Loss: 0.11
Epoch: 174, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.07, Recon Valid Loss: 0.11
Epoch: 175, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.08, Recon Valid Loss: 0.11
Epoch: 176, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.10, Recon Valid Loss: 0.11
Epoch: 177, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.09, Recon Valid Loss: 0.11
Epoch: 178, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.10, Recon Valid Loss: 0.11
Epoch: 179, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.10, Recon Valid Loss: 0.11
Epoch: 180, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.10, Recon Valid Loss: 0.11
Epoch: 181, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.09, Recon Valid Loss: 0.11
Epoch: 182, Contrastive Train Loss: 5.10, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.08, Recon Valid Loss: 0.11
Epoch: 183, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.12, Recon Valid Loss: 0.11
Epoch: 184, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.09, Recon Valid Loss: 0.11
Epoch: 185, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.11, Recon Valid Loss: 0.11
Epoch: 186, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.14, Recon Valid Loss: 0.11
Epoch: 187, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.12, Recon Valid Loss: 0.11
Epoch: 188, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.16, Recon Valid Loss: 0.11
Epoch: 189, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.15, Recon Valid Loss: 0.11
Epoch: 190, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.15, Recon Valid Loss: 0.11
Epoch: 191, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.13, Recon Valid Loss: 0.11
Epoch: 192, Contrastive Train Loss: 5.09, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.13, Recon Valid Loss: 0.11
Epoch: 193, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.14, Recon Valid Loss: 0.12
Epoch: 194, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.13, Recon Valid Loss: 0.12
